X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,MULTIPLE_OFFENSE
0,3,2,3,5,4,2,1,2,1,249,1.0,112,142,34,1
0,21,23,4,1,9,8,0,5,1,249,1.0,92,62,34,1
0,33,32,2,1,6,4,0,5,1,316,1.0,72,142,34,1
0,40,40,2,1,5,6,1,5,1,249,1.0,103,29,34,1
0,47,48,7,3,4,2,1,2,1,316,0.0,72,29,34,1
1,9,10,7,3,15,10,0,5,1,174,1.0,103,142,34,1
0,4,4,6,5,2,7,0,5,2,174,0.0,112,130,23,1
0,4,4,6,5,2,7,4,2,1,249,1.0,2,103,34,1
0,45,45,10,3,4,2,0,5,1,174,0.0,18,133,46,1
0,36,34,2,1,1,0,4,3,1,303,1.0,92,62,34,1
0,26,27,9,0,4,2,1,2,1,303,1.0,72,142,34,1
0,6,6,4,1,4,2,1,6,1,316,1.0,103,130,34,1
0,4,4,6,5,1,0,2,6,1,0,1.0,72,130,34,1
0,4,4,6,5,2,7,1,6,1,0,1.0,12,93,34,1
1,30,35,7,3,15,10,1,6,1,249,1.0,34,62,34,1
1,47,48,7,3,15,10,1,6,2,316,2.0,67,29,34,1
0,4,4,6,5,4,2,1,6,1,174,1.0,103,119,34,1
0,36,34,2,1,4,2,1,6,1,249,1.0,92,29,34,1
0,18,18,9,0,3,5,1,2,1,249,1.0,67,142,34,1
1,36,34,2,1,15,10,0,5,1,174,1.0,92,29,34,1
1,36,34,2,1,15,10,0,5,1,174,0.0,92,130,0,1
0,35,30,3,5,1,0,1,2,2,0,2.0,92,142,34,1
0,39,39,6,5,3,5,1,5,2,249,2.0,103,29,34,1
1,36,34,2,1,15,10,1,5,1,174,0.0,92,93,43,1
1,36,34,2,1,15,10,0,5,1,174,0.0,92,93,0,1
7,17,16,0,0,9,8,0,5,1,174,0.0,112,29,48,1
0,16,15,0,0,1,0,1,2,1,316,1.0,103,62,34,1
0,37,37,0,0,2,7,0,5,1,174,0.0,103,0,18,1
0,36,34,2,1,8,3,0,5,1,174,0.0,92,29,46,1
0,24,24,0,0,7,1,1,2,1,249,1.0,103,133,34,1
7,36,34,2,1,9,8,0,5,1,174,0.0,92,93,50,1
0,37,37,0,0,3,5,2,6,1,0,1.0,72,29,34,1
0,19,19,1,3,3,5,1,6,1,316,1.0,59,29,34,1
1,43,43,9,0,16,12,0,5,1,127,0.0,18,0,46,1
0,16,15,0,0,4,2,1,6,1,316,1.0,12,29,34,1
0,4,4,6,5,4,2,0,5,1,174,1.0,103,80,34,1
0,15,14,3,5,7,1,1,6,1,316,1.0,12,107,34,1
0,45,45,10,3,1,0,1,2,1,0,1.0,103,62,34,1
0,38,38,10,3,3,5,1,6,1,0,1.0,112,29,34,1
0,35,30,3,5,4,2,3,6,3,21,3.0,34,130,34,0
0,33,32,2,1,6,4,0,5,1,316,1.0,12,29,34,1
0,33,32,2,1,5,6,0,5,1,174,0.0,92,29,43,1
0,33,32,2,1,6,4,1,6,1,249,1.0,84,130,34,1
0,4,4,6,5,3,5,2,3,1,316,1.0,112,142,34,1
0,47,48,7,3,4,2,2,1,1,316,1.0,98,29,34,1
0,24,24,0,0,6,4,1,6,1,316,1.0,103,62,34,1
0,3,2,3,5,1,0,1,6,1,174,1.0,103,62,34,1
0,24,24,0,0,7,1,1,2,1,174,1.0,72,142,34,1
0,47,48,7,3,4,2,1,2,1,74,0.0,42,29,0,1
0,49,49,6,5,8,3,2,6,1,316,1.0,92,103,34,1
0,24,24,0,0,7,1,1,6,1,174,1.0,103,142,34,1
1,36,34,2,1,15,10,0,5,1,249,1.0,92,130,34,1
0,4,4,6,5,5,6,0,5,1,0,1.0,72,80,34,1
0,36,34,2,1,1,0,1,5,1,249,1.0,92,62,34,1
0,21,23,4,1,2,7,1,2,1,316,1.0,92,142,34,1
0,37,37,0,0,2,7,1,6,1,249,1.0,103,29,34,1
0,4,4,6,5,4,2,1,2,1,316,1.0,72,107,34,1
0,30,35,7,3,8,3,2,6,1,0,1.0,109,80,34,1
0,33,32,2,1,8,3,2,6,1,249,1.0,92,29,34,1
0,36,34,2,1,1,0,0,5,1,249,1.0,92,62,34,1
0,4,4,6,5,5,6,1,6,2,43,1.0,54,142,34,0
0,4,4,6,5,2,7,1,6,1,303,1.0,72,62,34,1
0,45,45,10,3,1,0,0,5,1,174,1.0,48,6,34,1
0,3,2,3,5,4,2,3,6,4,263,2.0,98,130,34,0
0,36,34,2,1,5,6,1,6,1,316,1.0,92,29,34,1
7,49,49,6,5,9,8,0,5,2,179,1.0,103,14,39,0
0,36,34,2,1,1,0,2,6,1,249,1.0,92,29,34,1
0,45,45,10,3,2,7,0,5,2,174,2.0,98,62,34,1
0,4,4,6,5,1,0,0,5,1,249,1.0,103,93,34,1
0,9,10,7,3,7,1,1,6,1,174,1.0,114,29,43,1
1,49,49,6,5,15,10,1,6,1,249,1.0,72,29,34,1
0,4,4,6,5,6,4,1,6,1,316,1.0,72,62,34,1
0,24,24,0,0,5,6,0,5,1,249,1.0,103,29,34,1
0,3,2,3,5,2,7,1,6,2,0,2.0,72,80,34,1
0,39,39,6,5,4,2,1,6,1,249,1.0,72,29,34,1
0,33,32,2,1,5,6,2,6,1,0,1.0,72,119,34,1
1,22,22,7,3,15,10,0,5,1,316,1.0,103,130,34,1
1,22,22,7,3,15,10,1,6,1,249,1.0,112,29,34,1
7,33,32,2,1,9,8,0,5,1,174,1.0,112,62,43,1
0,4,4,6,5,2,7,6,6,1,316,1.0,72,62,34,1
0,4,4,6,5,6,4,0,5,1,174,0.0,112,29,48,1
0,4,4,6,5,5,6,1,6,1,316,1.0,98,29,34,1
0,16,15,0,0,6,4,1,6,1,316,1.0,98,29,34,1
0,39,39,6,5,5,6,0,5,2,179,2.0,103,62,34,0
0,36,34,2,1,1,0,0,5,1,174,0.0,103,93,43,1
0,33,32,2,1,8,3,0,5,1,174,0.0,92,29,43,1
0,4,4,6,5,5,6,1,1,1,0,1.0,72,87,34,1
0,16,15,0,0,1,0,4,6,1,316,1.0,72,62,34,1
0,47,48,7,3,6,4,2,6,1,218,0.0,92,29,48,1
0,4,4,6,5,4,2,1,3,1,316,1.0,115,140,34,1
0,42,42,7,3,8,3,0,5,1,325,0.0,24,124,0,1
0,4,4,6,5,1,0,0,5,1,249,1.0,18,93,34,1
0,4,4,6,5,1,0,1,6,1,316,1.0,72,107,34,1
0,24,24,0,0,8,3,0,5,1,316,1.0,12,142,34,1
1,36,34,2,1,15,10,0,5,1,249,1.0,92,29,34,1
0,37,37,0,0,2,7,1,5,1,249,1.0,103,142,34,1
0,33,32,2,1,7,1,0,5,1,174,0.0,92,93,43,1
0,29,29,9,0,3,5,1,6,1,0,1.0,103,29,34,1
0,24,24,0,0,7,1,0,5,1,174,1.0,103,107,34,1
1,45,45,10,3,15,10,1,1,1,249,1.0,103,29,34,1
0,39,39,6,5,3,5,0,5,1,249,1.0,112,107,34,1
0,4,4,6,5,6,4,3,3,2,43,1.0,72,29,34,0
0,22,22,7,3,7,1,0,5,1,174,0.0,92,124,46,1
0,3,2,3,5,1,0,2,6,1,249,1.0,103,29,34,1
0,47,48,7,3,4,2,1,6,2,0,2.0,92,142,34,1
0,4,4,6,5,5,6,2,6,1,316,1.0,72,29,34,1
0,33,32,2,1,4,2,0,5,1,174,0.0,103,93,43,1
1,22,22,7,3,15,10,0,5,1,174,1.0,54,130,34,1
0,5,5,3,5,3,5,0,5,1,174,1.0,72,142,34,1
0,17,16,0,0,7,1,1,6,1,249,1.0,103,29,34,1
0,11,11,7,3,3,5,1,5,1,249,1.0,103,29,34,1
0,36,34,2,1,4,2,0,2,1,0,1.0,92,142,34,1
7,21,23,4,1,9,8,1,2,1,249,1.0,112,142,34,1
1,24,24,0,0,16,12,1,6,1,249,1.0,42,29,34,1
0,33,32,2,1,6,4,2,6,1,249,1.0,103,93,34,1
0,33,32,2,1,7,1,0,5,1,249,1.0,98,29,34,1
0,4,4,6,5,2,7,1,6,1,0,1.0,72,103,34,1
1,47,48,7,3,13,18,0,5,1,174,0.0,103,62,50,1
0,37,37,0,0,5,6,0,5,1,174,0.0,72,133,43,1
0,36,34,2,1,1,0,0,5,1,174,1.0,103,93,36,0
0,33,32,2,1,8,3,1,2,1,249,1.0,116,119,34,1
0,16,15,0,0,4,2,1,6,1,316,1.0,103,107,34,1
0,18,18,9,0,4,2,2,6,1,316,1.0,112,62,34,1
0,36,34,2,1,1,0,0,5,1,174,0.0,103,62,43,1
0,5,5,3,5,6,4,1,6,1,249,1.0,72,29,34,1
0,4,4,6,5,4,2,0,5,2,249,2.0,103,62,34,1
1,4,4,6,5,15,10,0,5,1,127,0.0,18,138,46,1
0,36,34,2,1,7,1,1,5,1,174,0.0,92,93,48,1
1,9,10,7,3,15,10,1,6,1,102,0.0,18,29,46,1
0,41,41,4,1,4,2,1,6,1,316,1.0,72,62,34,1
0,9,10,7,3,5,6,1,5,1,174,0.0,18,133,46,1
1,47,48,7,3,15,10,1,6,1,310,1.0,109,62,34,1
0,21,23,4,1,5,6,1,6,1,0,1.0,103,142,34,1
1,36,34,2,1,15,10,0,5,1,174,0.0,92,29,43,1
0,33,32,2,1,7,1,1,6,1,316,1.0,98,14,34,1
0,24,24,0,0,7,1,1,6,1,249,1.0,103,14,34,1
0,37,37,0,0,4,2,1,6,1,316,1.0,72,107,34,1
0,3,2,3,5,1,0,1,6,1,249,1.0,103,29,34,1
5,24,24,0,0,13,18,1,2,1,316,1.0,103,142,34,1
0,37,37,0,0,2,7,1,2,1,0,1.0,103,130,34,1
0,5,5,3,5,4,2,3,6,2,316,2.0,12,29,34,1
0,37,37,0,0,8,3,1,6,1,249,1.0,72,29,34,1
0,4,4,6,5,2,7,2,2,1,0,1.0,112,14,34,1
0,44,44,1,3,4,2,3,2,1,303,1.0,72,142,34,1
7,21,23,4,1,9,8,1,5,1,249,1.0,110,29,34,1
0,21,23,4,1,7,1,0,5,1,174,0.0,59,29,23,1
0,4,4,6,5,1,0,1,2,1,249,1.0,103,62,34,1
0,25,25,9,0,3,5,1,5,1,174,0.0,103,29,43,1
0,36,34,2,1,1,0,0,5,1,174,0.0,92,130,46,1
0,14,17,9,0,5,6,2,2,5,71,0.0,112,142,34,0
0,25,25,9,0,3,5,1,0,1,249,1.0,92,142,34,1
0,17,16,0,0,6,4,1,6,2,290,2.0,34,29,34,1
0,37,37,0,0,7,1,8,6,1,249,1.0,103,29,34,1
0,36,34,2,1,1,0,0,5,2,174,1.0,92,29,39,0
0,4,4,6,5,5,6,0,5,1,174,0.0,109,93,0,1
0,19,19,1,3,3,5,3,2,2,249,2.0,103,103,34,1
1,4,4,6,5,12,16,1,6,2,158,1.0,103,29,34,0
0,4,4,6,5,4,2,0,5,1,174,1.0,72,107,34,1
1,43,43,9,0,16,12,1,6,1,0,1.0,112,133,34,1
1,5,5,3,5,15,10,0,5,1,249,1.0,116,93,34,1
0,4,4,6,5,1,0,1,6,2,249,2.0,72,29,34,1
0,4,4,6,5,4,2,1,6,1,174,1.0,98,142,34,1
0,40,40,2,1,3,5,3,2,3,50,1.0,72,142,34,0
0,15,14,3,5,6,4,1,6,1,0,1.0,72,142,34,1
0,21,23,4,1,2,7,3,2,1,316,1.0,72,142,34,1
7,22,22,7,3,9,8,2,2,1,316,1.0,112,119,34,1
0,4,4,6,5,2,7,3,2,2,249,2.0,116,142,34,1
0,44,44,1,3,2,7,1,2,1,316,1.0,72,29,34,1
0,16,15,0,0,1,0,15,2,1,303,1.0,72,142,34,1
1,24,24,0,0,12,16,1,5,1,174,1.0,98,29,34,1
0,21,23,4,1,2,7,3,2,1,0,1.0,92,142,34,1
0,45,45,10,3,1,0,1,6,1,249,1.0,109,6,34,1
0,7,8,7,3,2,7,1,2,2,249,2.0,103,62,34,1
0,49,49,6,5,4,2,0,5,1,174,1.0,103,130,34,1
0,21,23,4,1,8,3,0,5,1,174,1.0,103,62,34,1
0,37,37,0,0,2,7,1,6,1,249,1.0,24,29,34,1
1,14,17,9,0,16,12,1,6,1,0,1.0,59,29,34,1
1,36,34,2,1,15,10,1,6,1,249,1.0,92,93,34,1
0,37,37,0,0,2,7,1,6,2,21,0.0,67,29,34,0
0,49,49,6,5,5,6,0,5,1,174,1.0,103,62,34,1
0,24,24,0,0,2,7,0,5,1,0,1.0,72,142,34,1
0,4,4,6,5,6,4,1,6,1,249,1.0,72,6,34,1
0,2,3,10,3,8,3,1,6,1,249,1.0,103,142,34,1
1,49,49,6,5,15,10,1,0,1,249,3.0,72,142,34,1
0,25,25,9,0,6,4,1,5,1,174,0.0,112,29,43,1
0,24,24,0,0,4,2,0,5,1,127,0.0,31,142,0,1
1,11,11,7,3,15,10,0,5,1,174,0.0,18,133,46,1
1,9,10,7,3,15,10,2,6,3,249,3.0,54,29,34,1
0,4,4,6,5,5,6,2,2,1,249,1.0,103,80,34,1
0,36,34,2,1,1,0,1,6,1,249,1.0,92,62,34,1
0,29,29,9,0,3,5,1,5,1,249,1.0,103,93,34,1
0,40,40,2,1,1,0,1,5,1,174,1.0,72,80,34,1
0,19,19,1,3,3,5,0,5,1,249,1.0,111,119,34,1
0,45,45,10,3,6,4,1,6,2,249,2.0,103,80,34,1
1,36,34,2,1,15,10,1,5,1,174,0.0,92,93,43,1
0,43,43,9,0,4,2,0,5,1,174,1.0,103,29,34,1
0,25,25,9,0,8,3,0,5,1,249,1.0,103,62,34,1
0,6,6,4,1,6,4,0,5,1,174,0.0,103,29,0,1
0,44,44,1,3,6,4,2,5,1,127,0.0,116,29,0,1
1,36,34,2,1,15,10,0,5,1,249,1.0,18,93,34,1
1,49,49,6,5,15,10,2,6,1,174,1.0,103,80,34,1
0,4,4,6,5,4,2,0,5,1,174,1.0,103,29,34,1
0,45,45,10,3,1,0,1,2,1,0,1.0,72,62,34,1
1,22,22,7,3,15,10,0,5,1,174,0.0,103,29,43,1
0,36,34,2,1,1,0,0,5,1,249,1.0,92,107,34,1
7,49,49,6,5,9,8,1,6,1,249,1.0,112,29,34,1
0,3,2,3,5,1,0,1,6,1,249,1.0,92,29,34,1
0,26,27,9,0,3,5,1,6,1,0,1.0,72,29,34,1
1,22,22,7,3,15,10,2,6,1,249,1.0,103,29,34,1
0,49,49,6,5,6,4,0,5,1,174,0.0,18,138,46,1
7,18,18,9,0,9,8,1,6,1,316,1.0,72,25,34,1
7,38,38,10,3,9,8,4,3,1,316,1.0,112,62,34,1
0,24,24,0,0,5,6,1,2,1,174,0.0,72,142,34,1
0,5,5,3,5,5,6,1,6,1,316,1.0,72,62,34,1
0,45,45,10,3,4,2,0,6,1,316,1.0,72,29,34,1
1,22,22,7,3,15,10,0,5,1,174,0.0,92,29,23,1
1,4,4,6,5,15,10,0,5,1,174,0.0,112,29,23,1
0,45,45,10,3,7,1,1,2,1,249,1.0,92,62,34,1
0,4,4,6,5,5,6,2,6,1,316,1.0,2,29,34,1
0,40,40,2,1,3,5,1,5,1,249,1.0,92,142,34,1
0,37,37,0,0,2,7,1,2,2,249,2.0,103,142,34,1
0,4,4,6,5,4,2,2,6,1,316,1.0,72,29,34,1
1,24,24,0,0,15,10,0,5,1,316,0.0,103,107,34,1
0,3,2,3,5,3,5,0,5,1,316,1.0,103,29,34,1
0,40,40,2,1,9,8,2,6,1,249,1.0,92,29,34,1
0,25,25,9,0,3,5,1,5,1,249,1.0,92,14,34,1
0,4,4,6,5,3,5,2,6,1,0,1.0,103,62,34,1
0,33,32,2,1,6,4,0,5,1,174,0.0,92,93,50,1
0,33,32,2,1,6,4,1,2,1,316,1.0,72,130,34,1
0,4,4,6,5,4,2,1,6,1,316,1.0,92,62,34,1
0,24,24,0,0,7,1,1,5,1,231,1.0,103,103,34,1
0,38,38,10,3,6,4,1,6,1,0,1.0,103,62,34,1
0,36,34,2,1,6,4,0,5,1,249,1.0,92,29,34,1
0,4,4,6,5,1,0,0,5,1,174,0.0,18,93,46,1
0,4,4,6,5,3,5,4,6,3,316,3.0,98,107,34,1
0,4,4,6,5,5,6,0,5,1,174,1.0,67,29,34,1
0,4,4,6,5,2,7,1,6,1,0,1.0,72,14,34,1
0,36,34,2,1,1,0,2,6,1,316,1.0,92,29,34,1
0,21,23,4,1,2,7,0,5,1,174,0.0,18,93,46,1
0,16,15,0,0,1,0,0,5,1,174,0.0,112,29,43,1
1,36,34,2,1,15,10,0,5,1,303,1.0,92,142,34,1
0,4,4,6,5,2,7,0,5,1,249,1.0,103,119,34,1
0,37,37,0,0,3,5,1,2,1,249,1.0,103,29,34,1
0,39,39,6,5,2,7,0,5,1,174,0.0,18,138,46,1
0,44,44,1,3,8,3,1,6,2,82,2.0,116,107,34,0
0,21,23,4,1,2,7,4,6,1,316,1.0,92,62,34,1
0,3,2,3,5,1,0,2,6,2,0,2.0,98,80,34,1
0,5,5,3,5,9,8,1,6,2,205,0.0,72,130,23,0
1,36,34,2,1,15,10,2,3,1,0,1.0,92,80,34,1
0,4,4,6,5,4,2,1,6,1,316,1.0,34,62,34,1
4,5,5,3,5,9,8,1,6,1,249,1.0,48,29,34,1
0,33,32,2,1,6,4,0,5,1,174,0.0,18,93,46,1
7,21,23,4,1,9,8,0,5,1,174,1.0,112,62,34,1
1,47,48,7,3,15,10,0,5,1,244,1.0,92,142,34,1
0,25,25,9,0,7,1,2,2,2,174,0.0,103,142,43,1
0,16,15,0,0,5,6,3,3,3,316,3.0,98,142,34,1
0,24,24,0,0,2,7,1,2,2,249,2.0,116,142,34,1
0,27,26,1,3,5,6,2,3,1,74,1.0,103,80,34,1
0,36,34,2,1,1,0,3,3,1,316,1.0,92,142,34,1
7,24,24,0,0,9,8,5,6,1,249,1.0,72,93,34,1
0,5,5,3,5,4,2,1,5,1,316,1.0,103,80,34,1
0,16,15,0,0,1,0,2,6,1,0,1.0,72,29,34,1
1,9,10,7,3,15,10,1,5,1,174,0.0,103,93,43,1
0,3,2,3,5,1,0,2,6,1,249,1.0,103,29,34,1
0,25,25,9,0,7,1,1,6,1,0,1.0,98,29,34,1
0,36,34,2,1,1,0,0,5,2,174,1.0,103,93,36,0
0,4,4,6,5,4,2,1,2,1,249,1.0,113,142,34,1
0,46,46,3,5,6,4,0,5,1,316,1.0,109,62,34,1
0,47,48,7,3,7,1,0,5,1,174,0.0,112,142,43,1
0,49,49,6,5,4,2,1,0,1,127,0.0,42,142,0,1
0,4,4,6,5,1,0,3,6,1,316,1.0,112,130,34,1
0,33,32,2,1,5,6,0,5,1,174,0.0,92,80,43,1
0,16,15,0,0,1,0,1,2,1,249,1.0,72,29,34,1
0,9,10,7,3,4,2,1,2,2,0,2.0,30,140,34,1
7,4,4,6,5,9,8,0,5,1,174,1.0,110,119,34,1
0,5,5,3,5,4,2,0,5,1,174,1.0,72,29,34,1
0,24,24,0,0,7,1,0,5,1,316,1.0,72,142,34,1
0,33,32,2,1,8,3,1,6,1,249,1.0,92,29,34,1
0,36,34,2,1,1,0,1,1,1,0,1.0,92,29,34,1
0,16,15,0,0,1,0,1,2,2,0,2.0,72,62,34,1
1,49,49,6,5,15,10,0,5,2,249,2.0,116,93,34,1
0,47,48,7,3,4,2,0,5,1,316,1.0,72,14,34,1
0,29,29,9,0,4,2,1,1,1,0,1.0,12,80,34,1
0,33,32,2,1,5,6,1,6,1,249,1.0,113,29,34,1
7,25,25,9,0,9,8,0,5,1,290,0.0,92,62,43,1
0,47,48,7,3,4,2,1,2,1,102,1.0,103,62,34,1
0,32,31,4,1,8,3,0,5,1,174,0.0,54,29,23,1
7,36,34,2,1,9,8,0,5,2,249,1.0,92,29,34,1
0,24,24,0,0,7,1,0,5,1,316,1.0,72,103,34,1
0,34,33,3,5,3,5,1,6,1,249,1.0,103,62,34,1
0,17,16,0,0,5,6,1,6,1,174,0.0,84,130,0,1
3,24,24,0,0,9,8,1,6,1,249,1.0,108,29,34,1
0,4,4,6,5,1,0,1,2,1,316,1.0,72,62,34,1
0,37,37,0,0,2,7,1,6,1,313,0.0,42,136,0,1
0,48,47,4,1,6,4,0,5,2,316,2.0,72,14,34,1
0,4,4,6,5,4,2,1,6,2,263,1.0,2,29,34,0
0,3,2,3,5,1,0,1,6,1,249,1.0,103,80,34,1
0,4,4,6,5,1,0,1,6,1,316,1.0,72,29,34,1
0,36,34,2,1,1,0,0,5,1,174,0.0,103,93,43,1
0,3,2,3,5,1,0,2,6,1,249,1.0,72,80,34,1
0,49,49,6,5,2,7,1,2,1,249,1.0,112,107,34,1
0,24,24,0,0,5,6,1,2,1,316,0.0,103,142,34,1
0,33,32,2,1,5,6,1,6,1,249,1.0,72,93,34,1
0,18,18,9,0,6,4,1,5,1,249,1.0,103,29,34,1
0,30,35,7,3,2,7,2,6,1,249,1.0,103,29,34,1
0,4,4,6,5,1,0,1,6,1,0,1.0,103,140,34,1
0,33,32,2,1,8,3,1,6,1,249,1.0,72,93,34,1
0,22,22,7,3,2,7,6,2,1,316,1.0,72,14,34,1
0,4,4,6,5,1,0,0,5,1,249,1.0,103,62,34,1
1,5,5,3,5,13,18,1,6,1,249,1.0,92,29,34,1
0,4,4,6,5,1,0,1,5,1,0,1.0,54,29,34,1
0,4,4,6,5,2,7,0,5,1,249,1.0,24,29,34,1
0,21,23,4,1,5,6,0,5,1,174,0.0,112,29,48,1
0,45,45,10,3,7,1,1,6,1,316,1.0,103,111,34,1
1,36,34,2,1,15,10,0,5,1,174,0.0,92,93,48,1
0,21,23,4,1,5,6,1,6,1,0,1.0,72,62,34,1
0,4,4,6,5,6,4,1,2,1,316,1.0,2,25,34,1
0,44,44,1,3,8,3,1,5,1,174,1.0,98,29,34,1
0,46,46,3,5,5,6,1,6,3,0,3.0,98,29,34,1
0,37,37,0,0,5,6,5,6,1,316,1.0,72,29,34,1
0,49,49,6,5,6,4,0,5,1,249,1.0,18,87,34,1
0,36,34,2,1,1,0,1,5,1,316,1.0,103,93,34,1
0,44,44,1,3,7,1,0,5,1,174,0.0,103,119,34,1
0,36,34,2,1,1,0,1,6,1,174,0.0,92,80,0,1
1,18,18,9,0,16,12,1,5,2,249,0.0,24,29,34,1
0,24,24,0,0,8,3,1,6,1,316,1.0,103,62,34,1
0,18,18,9,0,3,5,4,6,1,316,1.0,72,119,34,1
1,9,10,7,3,15,10,1,5,2,174,2.0,103,119,34,1
0,33,32,2,1,7,1,0,5,1,174,0.0,18,29,48,1
0,19,19,1,3,5,6,1,6,1,0,1.0,72,29,34,1
7,6,6,4,1,9,8,0,5,1,174,0.0,112,93,23,1
0,39,39,6,5,8,3,1,2,1,316,1.0,103,80,34,1
0,21,23,4,1,2,7,1,6,1,174,1.0,72,62,34,1
0,4,4,6,5,2,7,1,5,1,249,1.0,103,103,34,1
0,45,45,10,3,1,0,0,5,1,249,1.0,92,62,34,1
0,4,4,6,5,1,0,1,6,2,249,2.0,24,130,34,1
5,24,24,0,0,13,18,0,5,1,249,1.0,103,29,34,1
0,21,23,4,1,2,7,1,2,1,316,1.0,92,142,34,1
0,33,32,2,1,7,1,0,5,1,174,0.0,103,142,43,1
0,3,2,3,5,3,5,1,5,1,249,1.0,103,29,34,1
0,37,37,0,0,7,1,0,5,1,74,0.0,92,142,0,1
0,5,5,3,5,9,8,1,5,1,174,0.0,18,124,46,1
7,11,11,7,3,9,8,0,5,1,174,1.0,103,107,34,1
1,4,4,6,5,15,10,2,2,2,316,2.0,2,107,34,1
1,36,34,2,1,15,10,1,5,1,174,0.0,92,93,43,1
0,37,37,0,0,2,7,1,2,1,249,1.0,72,142,34,1
0,50,51,0,0,4,2,3,6,3,249,3.0,98,29,34,1
0,33,32,2,1,6,4,1,6,1,249,1.0,113,87,34,1
0,40,40,2,1,1,0,3,6,1,316,1.0,72,29,34,1
0,45,45,10,3,8,3,1,5,1,174,0.0,92,142,48,1
0,33,32,2,1,4,2,1,6,1,249,1.0,103,142,34,1
0,4,4,6,5,4,2,1,2,1,316,1.0,72,128,34,1
0,4,4,6,5,1,0,0,5,1,174,1.0,111,107,34,1
0,33,32,2,1,5,6,1,6,1,249,1.0,103,80,34,1
0,3,2,3,5,4,2,2,6,1,316,1.0,72,80,34,1
1,22,22,7,3,15,10,0,5,1,174,0.0,112,29,23,1
0,34,33,3,5,2,7,0,5,1,0,1.0,72,80,34,1
1,39,39,6,5,15,10,1,5,1,249,1.0,103,14,34,1
1,5,5,3,5,17,11,1,6,1,249,1.0,87,142,34,1
0,48,47,4,1,6,4,0,5,1,174,0.0,109,14,34,1
1,4,4,6,5,15,10,1,6,1,249,1.0,109,130,34,1
1,9,10,7,3,15,10,1,5,1,174,1.0,103,29,34,1
0,30,35,7,3,3,5,0,5,3,263,2.0,103,142,34,0
0,23,21,4,1,5,6,1,2,1,249,1.0,12,142,34,1
0,24,24,0,0,4,2,5,3,4,263,4.0,80,80,34,0
0,36,34,2,1,7,1,1,6,1,249,1.0,92,29,34,1
0,21,23,4,1,5,6,1,6,1,0,1.0,103,142,34,1
5,19,19,1,3,14,14,1,6,1,218,1.0,103,0,48,1
1,30,35,7,3,15,10,0,5,1,174,0.0,112,29,43,1
5,33,32,2,1,16,12,0,5,1,249,1.0,103,93,34,1
0,44,44,1,3,2,7,1,2,1,174,0.0,109,107,18,1
0,24,24,0,0,7,1,1,6,1,127,1.0,103,62,34,1
0,33,32,2,1,7,1,0,5,1,174,0.0,103,93,43,1
0,49,49,6,5,4,2,0,5,1,249,1.0,92,29,34,1
0,36,34,2,1,1,0,1,5,1,174,1.0,103,93,43,1
7,4,4,6,5,9,8,1,5,1,249,1.0,48,142,34,1
1,36,34,2,1,15,10,1,6,1,174,1.0,92,29,34,1
0,4,4,6,5,4,2,0,5,1,174,0.0,103,107,0,1
0,26,27,9,0,3,5,0,5,2,316,2.0,72,142,34,1
0,24,24,0,0,7,1,4,6,1,316,1.0,98,29,34,1
0,3,2,3,5,1,0,2,5,4,0,4.0,103,0,34,1
0,21,23,4,1,6,4,0,5,1,174,1.0,103,93,34,1
1,26,27,9,0,13,18,0,5,1,174,0.0,18,133,46,1
0,21,23,4,1,7,1,0,5,2,174,2.0,103,62,34,1
0,37,37,0,0,6,4,1,5,1,316,1.0,12,29,34,1
0,4,4,6,5,3,5,1,6,1,0,1.0,72,62,34,1
0,33,32,2,1,5,6,0,5,1,249,1.0,103,29,34,1
0,36,34,2,1,1,0,1,5,1,316,1.0,92,62,34,1
0,26,27,9,0,3,5,3,2,1,316,1.0,72,142,34,1
0,45,45,10,3,4,2,0,5,1,174,0.0,59,29,0,1
0,42,42,7,3,6,4,1,2,1,316,1.0,67,29,34,1
0,17,16,0,0,4,2,0,5,1,174,1.0,98,29,34,1
0,3,2,3,5,1,0,3,6,1,303,1.0,72,62,34,1
0,35,30,3,5,4,2,0,5,1,174,1.0,72,124,34,1
0,33,32,2,1,7,1,0,5,1,174,0.0,92,93,43,1
0,6,6,4,1,4,2,1,6,2,249,2.0,92,29,34,1
0,3,2,3,5,2,7,1,6,2,0,2.0,98,29,34,1
0,50,51,0,0,2,7,1,6,1,249,1.0,72,29,34,1
0,33,32,2,1,5,6,0,5,1,174,0.0,92,62,43,1
0,36,34,2,1,1,0,0,5,1,174,0.0,103,93,43,1
0,21,23,4,1,2,7,0,5,1,174,1.0,24,62,34,1
1,36,34,2,1,15,10,0,5,1,174,0.0,18,53,46,1
0,33,32,2,1,6,4,0,5,1,316,1.0,92,25,34,1
0,3,2,3,5,1,0,1,6,3,249,3.0,98,130,34,1
0,21,23,4,1,6,4,0,5,2,290,2.0,92,62,34,1
0,4,4,6,5,2,7,0,5,1,316,1.0,24,62,34,1
0,4,4,6,5,1,0,0,5,1,174,1.0,103,107,34,1
0,24,24,0,0,7,1,0,5,1,303,1.0,72,142,34,1
1,4,4,6,5,16,12,1,6,1,174,0.0,24,14,0,1
